Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
462,0.0,1000,0,0,1000
463,0.0,1000,0,0,1000
464,-1.0,1000,0,0,999
465,0.0,1000,0,0,1000
466,0.0,1000,0,0,1000
467,-1.0,1000,0,0,999
468,-2.0,1000,0,0,998
469,0.0,1000,0,0,1000
470,0.0,1000,0,0,1000
471,0.0,1000,0,0,1000
472,-1.0,1000,0,0,999
473,0.0,1000,0,0,1000
474,0.0,1000,0,0,1000
475,0.0,1000,0,0,1000
476,0.0,1000,0,0,1000
477,0.0,1000,0,0,1000
478,-1.0,1000,0,0,999
479,0.0,1000,0,0,1000
480,-1.0,1000,0,0,999
481,-1.0,1000,0,0,999
482,0.0,1000,0,0,1000
483,0.0,1000,0,0,1000
484,0.0,1000,0,0,1000
485,0.0,1000,0,0,1000
486,-1.0,1000,0,0,999
487,0.0,1000,0,0,1000
488,0.0,1000,0,0,1000
489,0.0,1000,0,0,1000
490,0.0,1000,0,0,1000
491,0.0,1000,0,0,1000
492,0.0,1000,0,0,1000
493,0.0,1000,0,0,1000
494,0.0,1000,0,0,1000
495,0.0,1000,0,0,1000
496,-1.0,1000,0,0,999
497,-1.0,1000,0,0,999
498,-2.0,1000,0,0,998
499,0.0,1000,0,0,1000
500,-2.0,1000,0,0,998
501,0.0,1000,0,0,1000
502,-1.0,1000,0,0,999
503,0.0,1000,0,0,1000
504,0.0,1000,0,0,1000
505,0.0,1000,0,0,1000
506,0.0,1000,0,0,1000
507,-2.0,1000,0,0,998
508,-1.0,1000,0,0,999
509,0.0,1000,0,0,1000
510,0.0,1000,0,0,1000
511,0.0,1000,0,0,1000
512,0.0,1000,0,0,1000
513,0.0,1000,0,0,1000
514,0.0,1000,0,0,1000
515,0.0,1000,0,0,1000
516,0.0,1000,0,0,1000
517,0.0,1000,0,0,1000
518,0.0,1000,0,0,1000
519,19.0,890,0,1,888
520,0.0,1000,0,0,1000
521,19.0,773,0,1,771
522,0.0,1000,0,0,1000
523,0.0,1000,0,0,1000
524,0.0,1000,0,0,1000
525,0.0,1000,0,0,1000
526,-1.0,1000,0,0,999
527,-1.0,1000,0,0,999
528,-2.0,1000,0,0,998
529,0.0,1000,0,0,1000
530,0.0,1000,0,0,1000
531,0.0,1000,0,0,1000
