Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
716,-581.0,710,0,1,108,True
717,-821.0,1003,0,1,161,True
718,-822.0,1005,0,1,162,True
719,-334.0,432,0,1,77,True
720,-263.0,352,0,1,68,True
721,-454.0,572,0,1,97,True
722,-909.0,1101,0,1,171,True
723,-550.0,674,0,1,103,True
724,-796.0,972,0,1,155,True
725,-597.0,738,0,1,120,True
726,-775.0,940,0,1,144,True
727,-899.0,1081,0,1,161,True
728,-375.0,487,0,1,91,True
729,-295.0,390,0,1,74,True
730,-353.0,456,0,1,82,True
731,-49.0,80,0,1,10,True
732,-480.0,566,1,1,74,True
733,-852.0,1030,0,1,157,True
734,-325.0,415,0,1,69,True
735,-1226.0,1460,0,1,213,True
736,-725.0,892,0,1,146,True
737,-356.0,461,0,1,84,True
738,-299.0,388,0,1,68,True
739,-840.0,1017,0,1,156,True
740,-321.0,412,0,1,70,True
741,-254.0,339,0,1,64,True
742,-332.0,433,0,1,80,True
743,-545.0,649,0,1,83,True
744,-354.0,449,0,1,74,True
745,-790.0,962,0,1,151,True
746,-448.0,558,0,1,89,True
747,-179.0,247,0,1,47,True
748,-465.0,589,0,1,103,True
749,-798.0,972,0,1,153,True
750,-557.0,698,0,1,120,True
751,-1275.0,1500,0,0,225,False
752,-808.0,974,0,1,145,True
753,-226.0,304,0,1,57,True
754,-1231.0,1437,4,1,221,True
755,-457.0,572,0,1,94,True
756,-1016.0,1220,0,1,183,True
757,-223.0,293,0,1,49,True
758,-446.0,551,0,1,84,True
759,-520.0,634,0,1,93,True
760,-848.0,1037,0,1,168,True
761,-256.0,338,0,1,61,True
762,-258.0,349,0,1,70,True
763,-376.0,480,0,1,83,True
764,-514.0,639,0,1,104,True
765,-510.0,623,1,1,101,True
766,-640.0,818,0,1,157,True
767,-388.0,496,0,1,87,True
768,-309.0,404,0,1,74,True
769,-684.0,840,0,1,135,True
770,-904.0,1081,1,1,165,True
771,-431.0,538,0,1,86,True
772,-313.0,399,0,1,65,True
773,-325.0,431,0,1,85,True
774,-309.0,415,0,1,85,True
775,-409.0,520,0,1,90,True
776,-420.0,539,0,1,98,True
777,-1042.0,1275,0,1,212,True
778,-574.0,709,0,1,114,True
779,-372.0,468,0,1,75,True
780,-489.0,617,0,1,107,True
781,-596.0,724,0,1,107,True
782,-400.0,506,0,1,85,True
783,-600.0,747,0,1,126,True
784,-525.0,649,0,1,103,True
785,-261.0,347,0,1,65,True
786,-939.0,1141,0,1,181,True
787,-898.0,1081,0,1,162,True
788,-941.0,1133,0,1,171,True
789,-884.0,1077,0,1,172,True
790,-495.0,620,0,1,104,True
791,-502.0,618,0,1,95,True
792,-914.0,1096,0,1,161,True
793,-387.0,494,0,1,86,True
794,-350.0,455,0,1,84,True
795,-407.0,505,0,1,77,True
796,-802.0,980,0,1,157,True
