Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
806,-219.0,301,0,1,True
807,-422.0,541,0,1,True
808,-436.0,548,0,1,True
809,-514.0,617,0,1,True
810,-712.0,882,0,1,True
811,-411.0,514,0,1,True
812,-544.0,672,0,1,True
813,-410.0,507,0,1,True
814,-431.0,531,0,1,True
815,-908.0,1082,0,1,True
816,-652.0,790,0,1,True
817,-1007.0,1201,0,1,True
818,-387.0,470,0,1,True
819,-418.0,518,0,1,True
820,-429.0,537,0,1,True
821,-445.0,572,0,1,True
822,-885.0,1069,1,1,True
823,-910.0,1094,0,1,True
824,-198.0,267,0,1,True
825,-333.0,421,0,1,True
826,-469.0,589,0,1,True
827,-270.0,353,0,1,True
828,-118.0,158,0,1,True
829,-502.0,630,0,1,True
830,-476.0,583,0,1,True
831,-616.0,762,0,1,True
832,-1038.0,1225,1,1,True
833,-374.0,454,0,1,True
834,-1014.0,1202,0,1,True
835,-842.0,1018,0,1,True
836,-366.0,478,0,1,True
837,-299.0,393,0,1,True
838,-274.0,357,0,1,True
839,-641.0,773,0,1,True
840,-296.0,387,0,1,True
841,-517.0,640,0,1,True
842,-626.0,775,0,1,True
843,-832.0,1004,0,1,True
844,-749.0,925,0,1,True
845,-499.0,618,0,1,True
846,-1278.0,1500,0,0,False
847,-785.0,969,0,1,True
848,-427.0,536,0,1,True
849,-384.0,481,0,1,True
850,-751.0,925,0,1,True
851,-306.0,405,0,1,True
852,-493.0,628,0,1,True
853,-809.0,986,0,1,True
854,-701.0,869,0,1,True
855,-623.0,753,0,1,True
856,-352.0,439,0,1,True
857,-562.0,688,0,1,True
858,-373.0,480,0,1,True
859,-781.0,953,0,1,True
860,-141.0,210,0,1,True
861,-563.0,703,0,1,True
862,-832.0,1018,0,1,True
863,-339.0,432,0,1,True
864,-838.0,1014,0,1,True
865,-220.0,295,0,1,True
866,-851.0,1032,0,1,True
867,-519.0,635,0,1,True
868,-283.0,370,0,1,True
869,-1255.0,1490,0,1,True
870,-257.0,345,0,1,True
871,-216.0,299,0,1,True
872,-604.0,729,0,1,True
873,-314.0,396,0,1,True
874,-550.0,667,0,1,True
875,-452.0,573,0,1,True
876,-334.0,418,0,1,True
877,-726.0,904,0,1,True
878,-419.0,514,0,1,True
879,-714.0,874,0,1,True
880,-986.0,1178,0,1,True
881,-253.0,327,0,1,True
882,-848.0,1028,0,1,True
883,-345.0,459,0,1,True
884,-1225.0,1470,0,1,True
885,-1087.0,1290,0,1,True
886,-896.0,1081,0,1,True
887,-870.0,1052,0,1,True
888,-805.0,988,0,1,True
889,-462.0,568,0,1,True
890,-833.0,1008,0,1,True
891,-895.0,1071,0,1,True
892,-365.0,463,0,1,True
893,-940.0,1134,0,1,True
894,-416.0,535,0,1,True
895,-413.0,525,0,1,True
